date,max_temp_C,min_temp_C,mean_temp_C
2024-05-19 18:00:00,33.0,25.8,28.495834
2024-05-20 18:00:00,33.85,24.9,29.495834
2024-05-21 18:00:00,34.7,26.65,29.870832
2024-05-22 18:00:00,36.4,26.3,31.410418
2024-05-23 18:00:00,37.45,27.1,32.435417
2024-05-24 18:00:00,38.4,28.6,33.177082
2024-05-25 18:00:00,36.6,27.7,30.385416
2024-05-26 18:00:00,27.45,25.95,26.695833
2024-05-27 18:00:00,32.4,25.15,28.356247
2024-05-28 18:00:00,35.2,28.8,31.612501
2024-05-29 18:00:00,34.8,25.8,30.604164
2024-05-30 18:00:00,35.1,27.95,31.043749
2024-05-31 18:00:00,33.75,27.05,30.049997
2024-06-01 18:00:00,33.5,27.5,30.058334
2024-06-02 18:00:00,32.65,27.55,29.406248
2024-06-03 18:00:00,33.4,27.25,29.318748
2024-06-04 18:00:00,34.35,27.1,30.0625
2024-06-05 18:00:00,35.2,27.35,29.40417
2024-06-06 18:00:00,33.95,26.55,29.839582
2024-06-07 18:00:00,36.05,24.75,30.320831
2024-06-08 18:00:00,35.55,27.65,30.420835
2024-06-09 18:00:00,35.9,27.9,31.529165
2024-06-10 18:00:00,35.3,27.85,31.262499
2024-06-11 18:00:00,34.1,27.6,30.387499
2024-06-12 18:00:00,33.65,28.0,29.802084
2024-06-13 18:00:00,34.05,27.35,29.687498
2024-06-14 18:00:00,34.7,28.25,30.937502
2024-06-15 18:00:00,34.45,28.1,30.014585
2024-06-16 18:00:00,33.25,28.55,30.333338
2024-06-17 18:00:00,31.65,25.9,29.066673
2024-06-18 18:00:00,31.15,25.95,27.76667
2024-06-19 18:00:00,32.0,26.3,28.252085
2024-06-20 18:00:00,32.9,25.25,28.960413
2024-06-21 18:00:00,32.35,26.45,29.20833
2024-06-22 18:00:00,33.4,26.75,29.643747
2024-06-23 18:00:00,33.45,26.9,30.01042
2024-06-24 18:00:00,33.15,27.5,30.043747
2024-06-25 18:00:00,32.6,27.45,29.279167
2024-06-26 18:00:00,32.0,27.25,29.3125
2024-06-27 18:00:00,31.55,26.75,28.685417
2024-06-28 18:00:00,31.1,26.8,28.731249
2024-06-29 18:00:00,30.45,25.75,27.827085
2024-06-30 18:00:00,28.35,26.2,27.108335
2024-07-01 18:00:00,30.7,25.5,27.235418
2024-07-02 18:00:00,30.8,25.55,27.495834
2024-07-03 18:00:00,30.2,25.9,27.406252
2024-07-04 18:00:00,31.4,25.6,27.933334
2024-07-05 18:00:00,31.75,25.95,28.474998
2024-07-06 18:00:00,32.65,25.95,28.995836
2024-07-07 18:00:00,32.3,26.35,28.90416
2024-07-08 18:00:00,31.8,26.35,28.629164
2024-07-09 18:00:00,31.25,26.6,28.633331
2024-07-10 18:00:00,32.2,26.65,28.487501
2024-07-11 18:00:00,31.8,25.8,27.739584
2024-07-12 18:00:00,32.4,25.7,28.98958
2024-07-13 18:00:00,33.85,26.25,29.395836
2024-07-14 18:00:00,33.3,26.9,29.845835
2024-07-15 18:00:00,32.2,27.55,29.210413
2024-07-16 18:00:00,33.75,26.8,29.979166
2024-07-17 18:00:00,34.95,26.95,30.425003
2024-07-18 18:00:00,33.65,27.35,30.154165
2024-07-19 18:00:00,32.9,27.55,29.731249
2024-07-20 18:00:00,32.5,27.0,29.0625
2024-07-21 18:00:00,30.75,26.45,27.804169
2024-07-22 18:00:00,32.05,25.95,28.824999
2024-07-23 18:00:00,32.55,26.25,29.043753
2024-07-24 18:00:00,33.6,26.35,29.518751
2024-07-25 18:00:00,33.15,27.05,29.722914
2024-07-26 18:00:00,33.1,27.0,29.67083
2024-07-27 18:00:00,33.95,27.0,29.829163
2024-07-28 18:00:00,32.7,27.3,29.502085
2024-07-29 18:00:00,32.9,26.05,28.893747
2024-07-30 18:00:00,32.1,26.45,28.395836
2024-07-31 18:00:00,28.0,25.7,26.631247
2024-08-01 18:00:00,28.05,25.05,25.818748
2024-08-02 18:00:00,30.15,24.9,26.866661
2024-08-03 18:00:00,31.4,24.6,27.435417
2024-08-04 18:00:00,32.6,25.85,28.24792
2024-08-05 18:00:00,31.85,25.7,28.1875
2024-08-06 18:00:00,30.5,25.85,27.885416
2024-08-07 18:00:00,31.15,25.55,27.504166
2024-08-08 18:00:00,30.7,24.75,27.100004
2024-08-09 18:00:00,30.75,25.2,27.629166
2024-08-10 18:00:00,30.45,25.85,27.754166
2024-08-11 18:00:00,31.2,25.85,28.058336
2024-08-12 18:00:00,32.55,25.45,28.65
2024-08-13 18:00:00,32.8,26.15,28.902086
2024-08-14 18:00:00,32.8,26.15,28.877083
2024-08-15 18:00:00,31.15,26.2,28.108335
2024-08-16 18:00:00,30.25,25.6,27.504166
2024-08-17 18:00:00,30.8,25.2,27.185417
2024-08-18 18:00:00,28.05,24.85,25.695831
2024-08-19 18:00:00,30.4,24.25,26.504166
2024-08-20 18:00:00,29.45,24.75,26.289581
2024-08-21 18:00:00,30.0,24.95,26.458334
2024-08-22 18:00:00,30.0,24.65,26.691666
2024-08-23 18:00:00,31.4,25.1,27.577082
2024-08-24 18:00:00,29.05,24.15,26.339582
2024-08-25 18:00:00,29.1,24.75,26.200003
2024-08-26 18:00:00,31.05,25.05,27.093752
2024-08-27 18:00:00,31.5,24.95,27.935415
2024-08-28 18:00:00,33.4,25.35,29.010416
2024-08-29 18:00:00,33.25,26.1,29.43958
2024-08-30 18:00:00,32.7,26.3,29.202085
2024-08-31 18:00:00,31.6,26.25,28.01667
2024-09-01 18:00:00,32.9,26.15,28.752083
2024-09-02 18:00:00,31.5,26.25,27.943748
2024-09-03 18:00:00,32.4,25.5,28.802084
2024-09-04 18:00:00,32.2,25.65,28.677084
2024-09-05 18:00:00,33.0,25.75,29.029167
2024-09-06 18:00:00,33.3,25.9,29.283335
2024-09-07 18:00:00,33.1,26.7,29.366669
2024-09-08 18:00:00,32.5,26.35,29.347918
2024-09-09 18:00:00,31.15,26.7,28.537498
2024-09-10 18:00:00,32.35,26.3,28.95833
2024-09-11 18:00:00,34.1,26.8,29.843752
2024-09-12 18:00:00,32.75,26.05,29.302086
2024-09-13 18:00:00,27.15,25.1,25.76458
2024-09-14 18:00:00,26.55,24.95,25.527086
2024-09-15 18:00:00,32.2,24.55,27.31875
2024-09-16 18:00:00,32.75,25.5,28.645834
2024-09-17 18:00:00,34.05,25.7,29.847918
2024-09-18 18:00:00,34.25,27.1,30.522917
2024-09-19 18:00:00,35.35,27.3,31.15833
2024-09-20 18:00:00,35.55,26.15,30.733337
2024-09-21 18:00:00,34.55,27.55,30.785414
2024-09-22 18:00:00,34.55,27.8,30.6625
2024-09-23 18:00:00,31.85,26.0,28.468756
2024-09-24 18:00:00,28.1,24.4,26.100004
2024-09-25 18:00:00,29.15,24.6,26.316668
2024-09-26 18:00:00,31.9,24.65,27.23958
2024-09-27 18:00:00,31.95,25.25,27.700003
2024-09-28 18:00:00,31.55,25.55,28.218748
2024-09-29 18:00:00,32.05,25.95,28.860415
2024-09-30 18:00:00,32.55,25.65,28.439585
2024-10-01 18:00:00,32.2,24.7,27.6875
2024-10-02 18:00:00,26.8,25.15,25.793749
2024-10-03 18:00:00,30.15,24.35,26.435417
2024-10-04 18:00:00,27.95,24.0,25.331251
2024-10-05 18:00:00,31.2,24.5,27.279165
2024-10-06 18:00:00,30.5,24.5,27.01042
2024-10-07 18:00:00,31.65,24.55,27.358335
2024-10-08 18:00:00,31.05,23.85,26.81875
2024-10-09 18:00:00,29.65,24.05,26.547918
2024-10-10 18:00:00,31.65,23.55,27.175001
2024-10-11 18:00:00,31.1,24.2,27.0625
2024-10-12 18:00:00,32.35,23.75,27.804167
2024-10-13 18:00:00,32.05,23.25,27.487501
2024-10-14 18:00:00,31.3,23.5,27.304167
2024-10-15 18:00:00,31.6,23.9,27.902082
2024-10-16 18:00:00,30.8,24.2,26.972916
2024-10-17 18:00:00,29.35,23.2,25.883333
2024-10-18 18:00:00,30.4,23.2,26.51458
2024-10-19 18:00:00,30.75,21.75,26.208334
2024-10-20 18:00:00,30.85,21.1,26.245829
2024-10-21 18:00:00,32.65,22.6,27.720833
2024-10-22 18:00:00,29.6,25.15,26.720835
2024-10-23 18:00:00,28.05,23.65,25.233335
2024-10-24 18:00:00,30.4,22.8,26.137497
2024-10-25 18:00:00,29.9,24.1,26.185415
2024-10-26 18:00:00,31.45,22.95,27.26042
2024-10-27 18:00:00,31.45,23.5,27.09167
2024-10-28 18:00:00,31.65,24.05,27.387499
2024-10-29 18:00:00,31.25,24.25,27.283333
2024-10-30 18:00:00,30.4,24.0,26.766665
2024-10-31 18:00:00,31.95,23.5,27.166672
2024-11-01 18:00:00,30.95,21.95,26.27083
2024-11-02 18:00:00,31.35,21.1,26.21875
2024-11-03 18:00:00,31.15,20.9,25.9625
2024-11-04 18:00:00,30.6,21.85,26.043749
2024-11-05 18:00:00,29.8,20.8,25.0
2024-11-06 18:00:00,30.35,20.8,25.237501
2024-11-07 18:00:00,30.7,21.15,25.27083
2024-11-08 18:00:00,30.3,20.15,24.606249
2024-11-09 18:00:00,30.55,19.15,24.7875
2024-11-10 18:00:00,31.1,19.9,25.522919
2024-11-11 18:00:00,30.65,20.8,25.639587
2024-11-12 18:00:00,31.0,21.5,25.714584
2024-11-13 18:00:00,30.65,20.85,25.289583
2024-11-14 18:00:00,30.05,20.35,24.727083
2024-11-15 18:00:00,29.55,19.7,23.902082
2024-11-16 18:00:00,28.35,18.65,23.043749
2024-11-17 18:00:00,28.15,17.4,22.654167
2024-11-18 18:00:00,28.65,17.6,22.96875
2024-11-19 18:00:00,28.4,17.25,22.78958
2024-11-20 18:00:00,28.75,17.35,22.672918
2024-11-21 18:00:00,28.35,20.0,23.4375
2024-11-22 18:00:00,28.6,18.95,23.304167
2024-11-23 18:00:00,28.05,18.8,22.987501
2024-11-24 18:00:00,27.9,17.5,22.464584
2024-11-25 18:00:00,27.75,17.1,22.14167
2024-11-26 18:00:00,27.75,17.0,22.525002
2024-11-27 18:00:00,28.65,18.05,23.233332
2024-11-28 18:00:00,30.05,19.0,24.15625
2024-11-29 18:00:00,28.5,21.25,23.981253
2024-11-30 18:00:00,28.6,20.5,23.797915
2024-12-01 18:00:00,27.65,19.2,23.077082
2024-12-02 18:00:00,27.8,18.3,22.612497
2024-12-03 18:00:00,28.1,17.45,22.377085
2024-12-04 18:00:00,27.85,16.75,22.147917
2024-12-05 18:00:00,26.6,16.95,21.297918
2024-12-06 18:00:00,26.2,15.6,20.3375
2024-12-07 18:00:00,26.1,14.7,20.045834
2024-12-08 18:00:00,26.35,14.7,20.289583
2024-12-09 18:00:00,25.9,15.95,20.56458
2024-12-10 18:00:00,25.35,15.55,19.862497
2024-12-11 18:00:00,24.85,14.1,19.047918
2024-12-12 18:00:00,25.0,14.5,19.339582
2024-12-13 18:00:00,25.0,14.45,19.318747
2024-12-14 18:00:00,25.55,14.35,19.283333
2024-12-15 18:00:00,26.55,12.4,19.360415
2024-12-16 18:00:00,27.7,14.6,20.69375
2024-12-17 18:00:00,25.95,16.55,20.993753
2024-12-18 18:00:00,26.2,14.9,20.295832
2024-12-19 18:00:00,26.25,15.05,20.379168
2024-12-20 18:00:00,21.8,17.4,19.493748
2024-12-21 18:00:00,25.55,15.1,19.716665
2024-12-22 18:00:00,26.4,14.7,19.897917
2024-12-23 18:00:00,26.0,14.4,20.1375
2024-12-24 18:00:00,26.65,15.55,20.8375
2024-12-25 18:00:00,27.7,17.0,21.739584
2024-12-26 18:00:00,26.4,16.05,20.956251
2024-12-27 18:00:00,27.05,14.7,20.762499
2024-12-28 18:00:00,26.65,15.75,21.07292
2024-12-29 18:00:00,26.8,16.75,21.40625
2024-12-30 18:00:00,24.65,15.55,19.889584
